NU_INSCRICAO,NU_NOTA_MT
9d0fbf9bf1bb039de65a6d0e143c9a791c62b941,575.1561107280802
413cbb38b2e2522f8167ffb9daeac1347b281393,515.9236794667132
68985fad004092956a4b4ce94dd53dc76d07eaf7,561.4772866977029
bdca9aeb19521675af15f2c28d86f6bebc45a834,571.0926250797845
b65b19d42b7a4b644fe9f99366dcb37b120862d9,396.83924900561135
eda898aa8ec465cbac70de72ead0c6d688e5f95a,458.9360564909392
5357b6c09be4c7f3829b72f80de846a9228253cb,325.60144671969664
8d5c4481d736f6ce27976e400f4245bf10757608,476.81868815989185
226b53de56347e3f9b52c8e0ab811fb82e96b3fb,314.1116091632716
089613ac7dca24109f84c72a97c83b2768b1df1c,283.18003090776165
527773409bf373301dbd835e59a263c035c043b8,271.5725735683029
45c95a1640ada5c9206fde19c4ccf68929c5ec0c,275.20539143447496
c4cea54435c0fd0e171eed4c215479bb3ca86113,435.19416815406
7d5cd89c6112b9a202a025a24355135bc60848c6,489.9016400664717
b70ab62384aa80545928a311f5b5d3db2f4d87ee,454.84504079999857
c96431dd924f366d2229a7f1455388b8cd85be49,581.2967399919837
1b72da5bb82cc150ecfe71218c02f155d694230b,271.40085687327894
e429507efe1c2680cc464481850117d17083cd88,303.049892225362
dbaa6ee7502cbebb6f058fed5d2f960b19f451ac,440.2557060366496
e724482370ae6126008ade80b564ad8d8a0a7cbd,431.09408474716577
2ef4e2788e2f815f9a885c899f75d5dfeb234a02,594.438540019357
c8762fee25b022eb5b4918f8f689e4fb6d19f73c,275.95992638820724
e14241b5119dc1ff2c99b9c0c478aad23d9d9d05,467.6976282916904
7f898f8939ae054359f83ee154bb91bc7dd2c959,484.31164118021036
3c52d067408ec25a676b6fbf5b5c6d63c77cb6bf,483.86788854090787
82e3b12c6366008fabc238f299f117074e78de5d,427.2543443628028
0d838be0e718ceb786cdb10fcc12559e00440240,520.8006918714833
1b092b6c437359bb84f0d0f8d1286a1083d0e0d4,437.38033762595984
5a9d89465845ac2d81366275cbb1a81d627efd36,296.728318336777
c83fe640ba466ba904ac1055e53a875289888797,478.2383102736806
8855ae8971b9bd9b02c45a82c6c894a2e76ca542,473.1308442273634
a2945f1e7fbadac669590b7d9fafb6c900bca3d0,464.8276070256636
328639a0c753715c30a58bae70c82f2101153eb3,463.8669771958112
ffc5eb6764d7640edfbdaf4648cd54a12c94dea9,314.266333966086
643a0eb394b50694c74d5b5fc70b7f7f7c93f9c7,545.9795943376469
f56746cc2900258507d2b32c126f8db090db856f,477.8227487581254
1a4963b5fea8bb25c67750cdafbe84b01efad177,433.01912421224847
b520c940e62f4ed684417e7eacf00d85752060da,483.44137208296274
2e170cf2651ed448991af6fc5df15167733b2d8f,489.51766351096546
6efdd93a0ae289be6bb5a400bfc1deb077d75886,373.11795108256564
72ac2acc787d8cba0934cca3810ac091d792c8db,486.9504640032168
92a25eee14554806f081869cc9dac868fd1860fb,495.13038000885376
1f12a9b01eb9ef227a5482f498f3354bd485d9a3,380.91145976568095
acfcaf61fe2a8ec90ea2648c3125b7dc4dd13b74,475.07117795102846
7ec2f787b9f57044bd98c0d4854f521c9f9ec635,575.808195034742
e8d2d318a1e057e9cac8384f1269a86c4b36e0a7,466.76653075461
1730807e4916c5f7e8ab21e02ac5657bcea3e732,335.3595009547065
b45fb481022f31dd47c63c1c3e2ccc3b5915b67d,454.61166500473394
1a46d99716282410d1170f0f35069b34e34415d4,421.1934393550981
0467e022da4ef897f666bc76f31e1bc8976f7e92,492.71885359254287
993aca0d5eac6741117947c82a3647102096255e,462.96531506761846
94c96ade6ade21deb080bba6aad537fc4f195d47,380.5392396820495
36bb672077a46a3e4755cef90437a616d28bdf23,423.8784728404364
e406adf1d4712381dcd4d1c9d78fc9d7f14ff450,416.46925135941683
328ca19128d276eb4fbc309c54ec7f346c803d2f,632.7161487294404
27cdb62f0a2a5467efeb30aafbf246ed2320c532,453.74179020507086
c52cae37c3653620bbec72264c502f45ca2a8671,294.66144267033076
f9ef2695eb0986666093945894b8f2fee351bf22,568.5155720445034
2178c497293d0cab01ce74f5105b1a398fb12d8e,298.8523495687437
e21faa0c07406dde71ec02f266b19b314ba8b0e2,325.9793606743294
8a021391cdaac100dab56c59284bd50137a74129,566.9361780716475
12ee0df69325d97cb95404958c4acf4112aeab8a,288.5903126759039
b4ea8e8529711d52ed85b1a1f8ea0180bda442b8,430.99043822099696
66cf0f8b5af2466f9616fd15c0c10344df84982a,334.2264279454312
720ef6c1d6cb4978762fb0edf4e55fd8303fe35a,473.77325119970305
60edc5708acd60680891ea15379dd07c7a5924ff,270.898854158389
b9f786712775e0d1d735398d710b01f404c985a3,388.6383227153714
564958997e204bda06fbe90afc4722805c78a855,479.6577640799727
36f38ea81d1305770cd5153f1e1667fe8a1eb47f,391.7856311017886
527098f4ee3ceb5c393981930d23b8fe154f4db9,254.88902236909468
5a42c3f801e77d628649a6c34f3a4e5b80f232f7,535.8175193461307
8296743fdd105ce9183561cf5b359b0a3781465e,453.622094179675
a3b79e8c739832c77df2ba6bcdb23a7518155a33,303.60437995873247
6602c7f15a1fdd082265b64976448c6809df792d,514.1354855729977
31ae66f0fe024acae4490915c348e487f2367574,423.3434052821085
81901aa980653106e64863d957387d24e2c00af3,412.6184797856314
28e10d1bd0b6effe0edd503446ebda948ad240ad,448.091821126444
53a7ee52a87f80241e2ca13c923e06b72bf3a059,451.39611230321015
50be5f75fdaedae454b0c3d63b7277854bd08d8f,301.55943787120043
82bbb4f6c87f03eecd6a3eb7d03a398bb82d155d,323.87169587160486
0e2c166db6aa7deccbe4896423a1d68f6d57b0f1,538.8225840817378
d1e2b5c758988b6d69e90aedab3e02cae47d61c4,292.78704348062263
02681b5c893b94db204713cb4b20dde6fc3f2f95,515.3647049420001
6ce4c0e0784b3881b36b3d1c047ac6ad121681da,425.855431766255
829dd51f77f3ae74c2216de2d86139bd0a03367c,353.20826551820534
28c6829e69879bc1d34db1cd51b89562d3cc596b,495.8379355413402
ecb9f0d7a261c9f27865ea22f2e643701f721eb6,495.7781125226566
96715a069fbcb2e84b26a01563921962ccc4601e,349.21770084226824
923538833160e8432636c88e8119378a43b3d766,404.1162670101222
aacb834258765a2959ee63c57d2be4923d11a696,436.723312567223
c32e484025571dd94255a77f21de08ab8d2aaba8,469.5704762291437
d425deeec0a3c7006f14d732eff8933d5155067f,449.11798964320394
f7e7aa93db083d1f25b43cccf4ad2c03a7953cd3,488.21045315521883
716a178e9a6f7791b820da77879943ac9040a547,468.80310311032287
430212cd8767ef2bff8cda0f61729203fef7523e,448.5294983742251
e97d33221238e445688a0e984778d4ecac788be2,510.28074188577017
695c9481580951d830c4431fc6c9dee778ba9ca1,305.69283323452134
4bc5712bdb9067b1814e969e71d5cdad59bb38d4,499.2885126914201
0411742cbb54fe1b6927b25f0bb52b885828c828,492.1208214885691
780505a9d5fc3c6da53686c0cc8bd871f4db00bc,448.70247826888453
bc40729846bf209b06e2a9a890e01d4e6780f5b4,341.1502531894197
e4e7a38b58319ad0a5cde4848622b21783c907e9,523.0713802969917
9c5a0a82074c75cb072752d71da42b9c6c27b0a3,477.86556912410197
aec1b63c3f0c9554e533752d8fe138ca82101d4a,425.1699707462599
4cc0fd1efaa148872a1f9edc1b44efef48c91c2b,488.9535386140202
4b48d500ba4410546ce01f7f6d44bcbafa73994f,421.1252158072518
edf33c347c866d26872f540bcc1f6ae415f3294c,467.2182633197216
54f4e6037b9d1eb4a2a134306d37176787f1c1d3,485.8970670596573
3a265ea6ebdc4eb2520db912adf5592f03b3d634,425.28351193845845
99bfcef2dc3695a617f241bfd3b6ead3fd653d41,289.0706294338646
0ade5488fd62db34c11a369bdbb4327faacc1635,344.8417659331649
e418fbb77e6ff4103205f3b7f6a66d53183d809b,382.9419967663255
8ddbfe70cd41135cb6f125335a48d100789edbf7,417.8000297470096
fa2f4f80278ac5441ab2f2d8c02a9f920ba6c119,326.6176999559409
1d3e406d0223d4cb0328850d689ba9fcadf62776,444.0156540479379
67d9e9d6629fff7ad9cdb0f1e48c76865637aa73,285.0348410925643
ecaf075653faf2dcdf946c0ce50629f5083347c0,509.442459540135
7a2bba61a48894f9bd6fc981f77f2b627b0d8ae6,429.96096653922393
d43894c5e83bb3a7e5000636295b0b050de19309,278.97856314982846
5b7877d12550dd35d27a02b66a13f2a27bce11ca,508.7385040792117
18f800ec03e33ebad5fb97aa8465dd3e5961337e,470.94445554464403
bb39cc6296f2c9da3963994899c5c34b50965720,301.525803617352
76facda8958cbaf5dba09a4d35d3b4de7596a49d,275.95992638820724
b05356be088f726b5ba7e0b0a9aa1b5cf4157b2a,509.33282681016533
e887be276bf553575b20ed1a0de8833d9cb7e247,308.9409093303781
cc8794762ffa592758b5117d67e0d02e2e8b9c49,586.3240746104855
894d277c608610fa8c31db531f64582b9569b2e9,448.95881984058474
b2e029961aa0f20071b74708e0d97e6f200ec582,489.43789450794804
12c7d85e168b09a0278df140a22bcb0052a59b0a,421.0620196364075
64c4892488a9c6281bdabf467a0b5a6382d248e6,499.6454378431064
944e790f6e64eccf6df361247858165f17dd7abb,322.7954355472049
ac112e94587e6e4249b7182329ee5a5040ae94ea,603.0871776354376
a58cf11e498228f9aaca92b0c49f955a6163fb59,472.27013987797824
e8c84701c041b7f3b39f3125a0449fa633589fbe,421.76282352377825
af8dd560d9ea4adcfd0d2b6b5f81f95fad9c3222,570.0695364677845
c650c8f7cbe1a7b00f4edbcf43c8b97ce85d0d64,291.9759249416049
ac9cc7dbe0e70fb6717aa371a23aa75e6594ec02,457.65690538701455
e64ad901853230e396be49311ea98121c348fac6,451.0854693917579
8532af19be3729ea233c1f29e4c015820fc7fb3a,559.7790689004266
6de1d7f2ad49d20e5782f8cacf4f0b677ff2d316,475.5390381340484
26853fd075fe27954772c3070997635b94f32b83,441.20653137758643
3159f29994dadd5cba1f94c3f3b9ac69e24c1cc2,501.7972602865651
574ec310dee846f9ae8eb278480257d463f6fbcc,545.8826444581343
ebb32b8df4ff9b202ba904f310724ce230cb4305,299.92645956363157
8a46e35787225c3e7adef2b998ad9c93a952106b,518.8429007117801
b62bf908b504e8c6898777a7f5b88afed358caea,458.2673923611179
10d22971ca4f53fc62d02905809ff1c37fbb68fc,543.6095777645888
0efd9ad5eb41ad08e1f1af9fbe59eb5845323860,429.11126828865156
cad47b624b484cb16291449cee30707a46c20199,281.86459177381886
8f2c4684ec70392c718c278b10b04ddfbd4ced1f,523.785268806604
bb6c0df09cb6663f142ce6da382b804353453af2,310.8129022639961
c03f2bcf9ef69bcfdf270b6ffc6110408f0ead41,478.45435459587884
7bd0affe1bdd3681a0faecd80a3d48c023b986de,351.4450273712804
d76614020539405f481c0f5ffb9e6f88a0bf21b7,473.8053848898984
5ce2df96a99343819ead41bf242044177439696d,294.0359848054597
c7463ccdb0d2ad76b5823bfd016d420e02f4acc0,294.59047444107557
a9216c3fc0c0bf14cda0ca26a71c205458b74896,280.03837852880156
92acabe95cd7dd1ae1dd63547cde3a4939cf7e2e,581.678737933732
ddbf5769bc4a6fb2aa16e5a031d8eb7796d1c04c,411.09776327774404
176b027cd932b17fcb6f119cfcef338a175062b8,370.8648182880074
41474f2dda61d97f38ba79906d3dbcce223d1bd1,448.18901332423496
421eb738f9e2ea73e5f4227c915762d6421102ac,335.9004836401167
1c5a1514e6a5c44e5683ec01698a83ce474c2e4d,487.40464196657274
f113b266aeb3cb19dca62ae88de7cc55a13efbf1,336.2777497803361
134d96275e3893946c3a0e1d59f86b336fe64f6e,288.2462883732699
d4e97da32ccb6987ec074aa48c24ce949c05a78c,443.61425957129705
fa556e489987a0588e9a8edb5327e2bde1679670,339.4797124823059
95c1d266a2524560761df98b376c17604733a6ad,531.1265984431213
c11c4303d2632cde64105a35554ecb77a8564260,519.1761132395203
30ddf113f77266181ef7bf57ea7d4ca3f505fec7,466.12317792254635
6d94e9582cfdb5d239f21b3ba08b619d81c5e8aa,502.5526487263406
3671441f51dc0c3d052e87d6b8beba46bb70bfeb,438.3019451541131
580c34923cbde328e0aef1641dd02033fc862c04,481.63449794424696
156e1fb82056b0f6953c443446eb4dcceed7c03b,277.14425804698874
29d8bf198da9caa59047268faca60207da24d1b7,561.260644204644
1b3f80a1cd9fff0408e96169fcaf006936b34fed,456.8025160548186
b5932043b62e0c58e16e2cc2c9d5489390e5c895,458.1580797278632
99092cc60948943c59d68d62ed81a75a03059113,470.06759932270165
fbfc631ae23a558d8dd92916cf2e8b5f923b0681,321.0623689255718
dd69fca6f17420dc911016a79e70583ca7ea330d,375.58806364784607
d387995af060965fb9d18973f3dbf4904f071066,441.14298952256206
27dbf6c09f5e0f3756ad3e9ea156fbc330601a6a,484.1310054832566
543674772357cf9d8a7a8e7dfb89384af80ec30e,475.31638078583853
80a12b8a4c9df4ef4f78a33d41858b6f1ea24144,450.73396563978804
dc2699d27649dbe52ebbe10001c0bb5ba71310c0,348.52642135584784
0736d379ea0962e316ce84cce8e883321be36abb,456.7469513286143
98cc842c547c69a0d27776e272fd8b61131b0b37,420.2421020627612
890b7696fa85ca2b3e90b3951efec2135e88d5cf,510.4039831507039
f3c4cd2f095979416fcac08d630fb1b1623ba5d6,556.1649591584227
d84b48f7dc7a6e387e6e985525143589754c5b13,501.41954175593145
71c9f09a9ed64f1cf7ba1bef4a614ad21e00afc9,458.74428035603864
dc4fe9d4124d9278f58f6f999711116a3fe58be7,451.64049026153884
f6624d763619c0898b34dc02adf06f53a1721cd0,528.4421337269292
60b1c12559860e7ad966da4c4db5c78e17278fc0,471.3430021968323
a3f3dcb89101d86171f8bb4f4f57939717cf298a,280.865431545072
4f365503582b97ea96462d0d36895a5e7f5926df,494.20475566004836
c80869804effb21d50cc8fff3f4c27ba5521240c,472.34682097251005
d0f351638d60e84b890a498d69c9a7961cdcdf36,527.4609623917455
48e8ec135997ff3676648d5c144c3c7150a7bbb1,446.43637508218876
45484014aefd10ea3e4b08fb93e66c251709cca6,470.6345216628954
ccd8d735f7b3c980582f9086a6cae8b9ce8dea54,476.9955785536299
b2e2d1aa1a539b402da8b8fe52520fdf9ed7cdd9,455.3528516829782
25c9e3b023d4d32d0f15cb9041ea6b2bfbec6a63,542.177100854794
0fb75ce5f51e8afaf504c75de131eb31f89faf4f,415.62576163632116
26e6e8cec21236dfc21cf98812a3d99a3f87d99b,584.1374163298541
c83c66733c5bd90a59996e473bb69e44f6522976,424.16136664193846
69c67ff1933e4fa099182bbcb24a229d0ad84d5d,301.65078806441426
4c373daf5547a6292c4905696c148ec83f95f083,320.93716263384556
4549620b5459bb28990580f4ca0b4c2adc5b1a68,357.3157242412833
87f89c855f377c5b100ad2986cc6569e31d94a98,424.7601987258332
d0d8601aab147c191ae37365a930c1ed3eb0414b,274.6782443518199
9a25537903e8e7eab1dfb357903d241e24e86fb8,319.7822303438637
eaecf3dd32668664e1dcc2d6c7a69042824806a6,483.3593668950252
d19fa85793fcb8ae3126d10592c9c57d3b32971f,298.0754272098403
c59b370d3aa06b68878c836bceac844953d74972,474.5176733871649
5a6d397150d1a9e9c82e120f92d1e782da34bddb,283.0733608682749
b2128312e70fdb830091aecb6b27d82617e2e226,463.0218680192597
8257941af168c0cc15f28bd596fd922352dae732,483.16665644734337
854ce153823802674f35bbe1ec010b12e9b3a56f,461.0206021420093
27f1db4e266b154f6f7fbef9c225fab472652a7b,423.0118321555443
11b90bed4a05d11169f308370faf81d6e9ca2c4f,344.62598253020406
5c55b7aeae6cb75ec715b4629812175239e45c15,274.67978780649923
1391c7de937e0fea2ad23ebb111e513bf2aca2af,332.4308253368362
e9488c35627294cd8f5a809c0667aef7a3f0d465,271.08618669859374
39c22d725a24b290af887b25175ae0a8d560db4b,284.6009107722865
e001e1d73163c327a4d800697b1b36cd6921f60d,531.3798781413323
b83424ca8973e4b2eebf6eb9e26e842999432d22,446.30487496228204
202da3f471204ad489ebf0c3856437337534112d,269.3702706523336
912d751c54b46c860c5ba61666fc6fc59ca2689d,411.0798739583365
8376d681a277c58f06ab633a06eaa66391126246,349.0455351052361
e114f7b197069bde8e158a0dbeaa022dd0c4e280,393.4405380994046
fa84edf183bd459ea9394d77bdc191683a75ff66,538.3942115670905
76190ff09a736ff83169394b770699b2709c5a27,452.83427075592647
515db15df8581ae72bb8e8358833016adee74e02,410.647802606037
e2a05053c19e6fba60d0e582e6c7f371728a7106,430.73149106967594
66c14322296ac259374ec98c5c3bb2bd67ba25e9,339.82955600357815
2378556841bc8d5746f2b94d6adefc2db20f9518,574.027924070156
1e6d55d7b1f72e9b7a8ea53f60f9434f830bc49a,310.2814226930928
796d558152d241567f8a72b535a5e36fe78886f3,486.94390432381545
1093edca7a04127a6e04570ee9cb58ef1bc0a69a,519.5459504184249
3c748fc7a94edb7ac1484373751ffa8574a3281d,455.8486128423675
344a6fc8038e291a6371f94963d7a7f5e1c4d55b,419.083087521042
92510f53e4c26c81c3bb41aa9b4e967d1697cd12,307.75289309837615
10a1e8808e744c619376bff659f859cd71e8c41d,450.77010582037866
fc959dafc37dde3f173f083486d84ce5c817443f,431.7085392934451
6979d91c0a1903a336c640e14eed100821a0e24d,493.67042549534153
d4e37c4c1235ce014392f6c8ba0436f195b9e459,490.9150987101648
65ce75c2865eb4ae98e31b45fdc15f400d59e8cb,348.5657585684864
565a955a60c6073157aa869c0351c626a7171ef3,548.133069534187
5697c01ee87a008056ebc0993a1028b41a26d251,329.40643032290086
99be797e423b5ae08fe342ea772738f71975df47,469.08939904978354
b579ea83f2d6c15b2c717d16a89827d65f39904b,495.879599877958
e9373b5c22567bec508f2fa2580e4dc3ff687caa,545.3541489099377
a465af361b68bd536dd8bf61d522b9b21755ab60,443.1339427309939
c8feec2a94d996d03534ce935dec7a034667f107,583.5430035582049
af1890b4dbccbf8b6af56051a39bd4b13d1c971b,459.3915341868175
f4f7888cfe88b7a3b0f3d94749921976353ae82c,430.475091902553
cdf60a765205a4e99eab17c72a68ff9cfd019dc6,439.0380258558656
2e466f15ac7b80870736fac2d0cf4bd7f362e852,440.38730710716186
85fd1d2ab6ab9205e3ca4770dd1f6205e1f3de70,322.8600452132605
fc83a5c665f70f39b4c7d326118cbf21a898e660,615.8424211444141
c26fbd904781a4f6c37a8f8969778f687c6c1424,300.58897442568866
ced4913c2220be57c54bc9f87bb4f441d5976671,485.54940729225666
880ade460a231d722e8bb0e4d17f3c8f77663d37,426.9715774779351
7c869f5b89ddf3130c87011b6508ee59e32682c5,452.1673878098761
9027f65d4e576928ca59690c280050c53d66506a,612.6496598222848
09eb415bcb9842d207139c8bddf32427a134d51e,495.83340433391254
f8224c83e27f4921df62876f7ff660b1dab3d974,515.7027151077538
628b91ee9b4e1e4564424fbfff2ea9f8eddca032,277.6014209719627
dfec3182aec0997207e0845b072498065ec89aac,618.1101463616035
d653549f6d0ba70e2113b2cc56e9a83e331d2462,512.3619563922668
e95674df974af80342f676ca9e3540aecec2b8dc,499.1199940173906
f9333cc1eb8af5bca5469d91e2c5d5f661b118ea,459.96993049408314
2b7b15015ab18dc51893827c7e3f01d931a70410,283.3413978473849
22d86e8b43a9412df86ec15ac231b9919e3ec905,429.87859554430906
1c61035799f6afe7f44c1fb68567d7a8945c3943,523.4515919384935
d5ed4b8732b0d7127a64f7e71137d321c56cc198,416.9335407515039
63edbbe59337f861a710bee4fe8a691d231f23da,464.7158036099884
f62bf9257782d839d38f84376b79611ed0de655d,345.83890475183085
cf14952b5b09ad1a9497769e3a08da2fd74c6102,282.5612547205743
21b8ef230efbfca6b5f15b36a3243d76ed390967,533.1756492222949
fdfca50f5e6cacd5b30bc546f0fbc271e9a312ff,401.3482719992277
467fdbfc0c6cab31b0d85ec5e373d82fa3790321,285.4413599990118
3de3c134579726fe4606b7a05f82ce19f00adb09,514.4798723385663
0f3f9e48790ed9d6ed17ff5e9cb989849b31cc8c,435.2570305003143
bdaf0955746c2cdd3b9ac2538c7502d312fffed8,441.14298952256206
520c60d32fd2af8be76abd332859b36d8ae45900,452.1945492217143
6cb6e2310b52c2898e500f81bea938446592568b,464.0035694134313
0193b535914e1c5a445bede11a408bf1709cd3cb,484.8048156730186
f3669f0c65dbf99cdf8f5f176587e84d5fc7560f,532.9294069808428
c512a461034cd90a9c5f1a32332b748041cfeba3,300.8841424178788
6f77bbe0fc418131d06d15f50b30073eae680dbb,350.332459443968
9b378e3937af8e97d4753cdf0c8917306354aaaf,504.0028967540188
1c92f54a5fe563622a0e23cf116461a7e147efd8,486.4429785930332
90facc45f7578775e3278aa0bd4fb59dad4d37c1,352.79565636740625
563bd02a1204c85e79026a020ba5af29bce95c12,320.6965561938116
c8062c4cc7e023996bd37b87295f5a2957ddb172,493.2997158094736
ea7cc5987f9cc7f756d501961f64fa5769013823,247.55817322610775
f654c32a17935317b2e91d8e16aa8dcbf88e2ef2,568.4048487488775
7dd5b0fad5bd47ecbf2e047dee24866a9b5899d6,477.49338370946225
1b61f7e184c7040ae4cea725153965e1f7f75308,440.9764801534328
aea68e00d370c2a0cfd02bf868824dec427bf23a,274.5364889518614
bdfdc7207977f88b15b3d0559fbf6f05b970c9cb,286.98501451096587
95a9c65324583892b2d1a0c1c5163488f92d4a6d,448.49536392719517
5b7e7632cf766876026d0da6aa7c6df77bc13438,452.2215253124806
a3be14b06b7aef01331da18e7a1678222b563151,280.0933217515282
92b8965cf3fb76d11e5061f26e577c23d212b9c5,350.55821420498296
96fd0462597b8cf21b1e918c1947106cd8359e5d,483.11105482439996
5c1cef937c40bf8c30c119160bedde7ef679454e,556.8538710778603
27dce80bee1eadbcd82bc7d09adb063e116870f6,273.8339026595531
271a7e5b703fc3f29f6669415048a760e6355c5b,333.7382896082501
e39fbeab552a4b6492346d821d095c3a0d691555,388.53573919444443
93694c58636eabfe86550e734efb3775ba4d739f,499.8834316026574
8982636d1f9cc5832eddae4d8a04ee2c6adbaebd,594.7998304033679
6c05e70130682975c1485a862b6e08b895650671,501.76043863822315
8db36ae38c19710d51d3715a6b2a5ecd84f94ff4,395.98063666010336
15043d6ede69cc06a2f2a72afcb05c1cdb5870d6,403.7471148832136
283df09083d3c7bec2590f22355c7ba32ec88623,516.2303039363878
40b96e97dc29dfc990656e30c1038e846b6c8ff2,329.196799295074
ff362d0a648559b9146fb97ee248eb423c3d6a50,298.878411145771
717ae2ab18e7ba03c4f3af66500ece6580b29b71,270.97064685019654
5ae9771e0cd24b8eb599de2e0fd2e04a26520dd3,506.85430496646075
23131f453efc29c2af9553d307692c60a3add1ae,506.67366926950706
da42a6267fe6eb7baa0a4fd2a18aad577e6889b2,474.54836228536163
941646a7d24ee2837d7de90ff0a736bb8f61d68c,370.53869232185673
cd705413010e6e74f3b90ee78dbbd8b767488f0c,289.75636034534955
5cd0dfc9a768868f28b11f9cf7870f11cc1ed185,504.17088552155747
cb4393cd17b5bdc120dbc15ddd255aa1f35ba090,461.2646727166955
72882a9cffe151d94be90e02ce3967a91b628099,506.7949985963422
cf62916c9829bd3ad05104151eee856d6de7ca1c,568.1556368896855
6b8f4241357e65c0491cc0ef96396f811574134c,478.56109870902446
298806ed4313157d412e860ac3ea8833d6ca6970,297.912136634399
268d48d0247f055ce2ebdd47cd5d1d3ec45246dc,411.24338585848284
4485f973590cff61be5ec78cb3032d5fdf25b809,295.0832404496215
afd0fa3f3fc672e3c5d6c21173b5ba3b8caa5c8e,405.8289412903159
e2252b8e020cdf19b796baeb7b2c7b000a7bfb87,316.0880793341144
8288badec4740382dbf7c33e4095cd4db0021bf7,437.05846054092564
5e139289eb167622f915eea3d1d6e49d15d1c873,514.0074102790564
fc050b2c8fa3446890fe1418332352177dd34506,427.56175786072987
8f309746992f374b4c2ea88f171233a9469ba649,492.52264818550225
ba1d192a71d5ac1a0b9a30bf3c80ef9dc59fefa2,510.7876280297362
145b6344526f9df32f4046c8227282477c51d69f,516.0236419329628
a22cd8d6b6ce7424065e477f2973bfd49b1ff2d6,535.3370188855274
b23775f4cd460ba687d77b058f2bc46381a0fbfe,525.6621654456346
